CVE ID,Field,From Date,To Date,Old Value,New Value
CVE-2024-47165,vuln_status,2024-10-20 00:00:00,2024-10-23 21:16:55.038413,Undergoing Analysis,Analyzed
CVE-2024-47165,cvss_score_v3,2024-10-20 00:00:00,2024-10-23 21:16:55.038413,0.0,5.4
CVE-2024-47165,cvss_vector_v3,2024-10-20 00:00:00,2024-10-23 21:16:55.038413,,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:L/I:L/A:N
CVE-2024-47165,weaknesses,2024-10-20 00:00:00,2024-10-23 21:16:55.038413,"[{""source"": ""security-advisories@github.com"", ""type"": ""Primary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-285""}]}]","[{""source"": ""nvd@nist.gov"", ""type"": ""Primary"", ""description"": [{""lang"": ""en"", ""value"": ""NVD-CWE-noinfo""}]}, {""source"": ""security-advisories@github.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-285""}]}]"
CVE-2024-47165,configurations,2024-10-20 00:00:00,2024-10-23 21:16:55.038413,[],"[{""nodes"": [{""operator"": ""OR"", ""negate"": false, ""cpeMatch"": [{""vulnerable"": true, ""criteria"": ""cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"", ""versionEndExcluding"": ""5.0.0"", ""matchCriteriaId"": ""32D191C7-095C-427B-832D-C63FE4D4A037""}]}]}]"
CVE-2024-47165,references,2024-10-20 00:00:00,2024-10-23 21:16:55.038413,"[{""url"": ""https://github.com/gradio-app/gradio/security/advisories/GHSA-89v2-pqfv-c5r9"", ""source"": ""security-advisories@github.com""}]","[{""url"": ""https://github.com/gradio-app/gradio/security/advisories/GHSA-89v2-pqfv-c5r9"", ""source"": ""security-advisories@github.com"", ""tags"": [""Third Party Advisory""]}]"
CVE-2024-47165,vendor_name,2024-10-20 00:00:00,2024-10-23 21:16:55.038413,GitHub,Gradio
CVE-2024-47166,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-10,2024-10-15
CVE-2024-47166,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Undergoing Analysis
CVE-2024-47166,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,GitHub
CVE-2024-47166,last_modified,2024-10-20 00:00:00,2024-10-23 21:16:40.702615,2024-10-15,2024-10-17
CVE-2024-47166,vuln_status,2024-10-20 00:00:00,2024-10-23 21:16:40.702615,Undergoing Analysis,Analyzed
CVE-2024-47166,cvss_score_v3,2024-10-20 00:00:00,2024-10-23 21:16:40.702615,0.0,5.3
CVE-2024-47166,cvss_vector_v3,2024-10-20 00:00:00,2024-10-23 21:16:40.702615,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N
CVE-2024-47166,configurations,2024-10-20 00:00:00,2024-10-23 21:16:40.702615,[],"[{""nodes"": [{""operator"": ""OR"", ""negate"": false, ""cpeMatch"": [{""vulnerable"": true, ""criteria"": ""cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"", ""versionEndExcluding"": ""4.44.0"", ""matchCriteriaId"": ""D2722A7B-EC12-4EB1-9BB8-E63496371704""}]}]}]"
CVE-2024-47166,references,2024-10-20 00:00:00,2024-10-23 21:16:40.702615,"[{""url"": ""https://github.com/gradio-app/gradio/security/advisories/GHSA-37qc-qgx6-9xjv"", ""source"": ""security-advisories@github.com""}]","[{""url"": ""https://github.com/gradio-app/gradio/security/advisories/GHSA-37qc-qgx6-9xjv"", ""source"": ""security-advisories@github.com"", ""tags"": [""Third Party Advisory""]}]"
CVE-2024-47166,vendor_name,2024-10-20 00:00:00,2024-10-23 21:16:40.702615,GitHub,Gradio
CVE-2024-47167,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-10,2024-10-15
CVE-2024-47167,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Undergoing Analysis
CVE-2024-47167,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,GitHub
CVE-2024-47167,last_modified,2024-10-20 00:00:00,2024-10-23 21:16:27.832046,2024-10-15,2024-10-17
CVE-2024-47167,vuln_status,2024-10-20 00:00:00,2024-10-23 21:16:27.832046,Undergoing Analysis,Analyzed
CVE-2024-47167,cvss_score_v3,2024-10-20 00:00:00,2024-10-23 21:16:27.832046,0.0,9.8
CVE-2024-47167,cvss_vector_v3,2024-10-20 00:00:00,2024-10-23 21:16:27.832046,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2024-47167,weaknesses,2024-10-20 00:00:00,2024-10-23 21:16:27.832046,"[{""source"": ""security-advisories@github.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-918""}]}]","[{""source"": ""nvd@nist.gov"", ""type"": ""Primary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-918""}]}, {""source"": ""security-advisories@github.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-918""}]}]"
CVE-2024-47167,configurations,2024-10-20 00:00:00,2024-10-23 21:16:27.832046,[],"[{""nodes"": [{""operator"": ""OR"", ""negate"": false, ""cpeMatch"": [{""vulnerable"": true, ""criteria"": ""cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"", ""versionEndExcluding"": ""5.0.0"", ""matchCriteriaId"": ""32D191C7-095C-427B-832D-C63FE4D4A037""}]}]}]"
CVE-2024-47167,references,2024-10-20 00:00:00,2024-10-23 21:16:27.832046,"[{""url"": ""https://github.com/gradio-app/gradio/security/advisories/GHSA-576c-3j53-r9jj"", ""source"": ""security-advisories@github.com""}]","[{""url"": ""https://github.com/gradio-app/gradio/security/advisories/GHSA-576c-3j53-r9jj"", ""source"": ""security-advisories@github.com"", ""tags"": [""Third Party Advisory""]}]"
CVE-2024-47167,os_name,2024-10-20 00:00:00,2024-10-23 21:16:27.832046,"['Linux', 'Windows', 'macOS']","['Windows', 'Linux', 'macOS']"
CVE-2024-47167,vendor_name,2024-10-20 00:00:00,2024-10-23 21:16:27.832046,GitHub,Gradio
CVE-2024-47168,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-10,2024-10-15
CVE-2024-47168,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Undergoing Analysis
CVE-2024-47168,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,GitHub
CVE-2024-47168,last_modified,2024-10-20 00:00:00,2024-10-23 21:16:13.115137,2024-10-15,2024-10-17
CVE-2024-47168,vuln_status,2024-10-20 00:00:00,2024-10-23 21:16:13.115137,Undergoing Analysis,Analyzed
CVE-2024-47168,cvss_score_v3,2024-10-20 00:00:00,2024-10-23 21:16:13.115137,0.0,4.3
CVE-2024-47168,cvss_vector_v3,2024-10-20 00:00:00,2024-10-23 21:16:13.115137,,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N
CVE-2024-47168,configurations,2024-10-20 00:00:00,2024-10-23 21:16:13.115137,[],"[{""nodes"": [{""operator"": ""OR"", ""negate"": false, ""cpeMatch"": [{""vulnerable"": true, ""criteria"": ""cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"", ""versionEndExcluding"": ""4.44.0"", ""matchCriteriaId"": ""D2722A7B-EC12-4EB1-9BB8-E63496371704""}]}]}]"
CVE-2024-47168,references,2024-10-20 00:00:00,2024-10-23 21:16:13.115137,"[{""url"": ""https://github.com/gradio-app/gradio/security/advisories/GHSA-hm3c-93pg-4cxw"", ""source"": ""security-advisories@github.com""}]","[{""url"": ""https://github.com/gradio-app/gradio/security/advisories/GHSA-hm3c-93pg-4cxw"", ""source"": ""security-advisories@github.com"", ""tags"": [""Third Party Advisory""]}]"
CVE-2024-47168,vendor_name,2024-10-20 00:00:00,2024-10-23 21:16:13.115137,GitHub,Gradio
CVE-2024-47331,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47331,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47331,os_name,2024-10-11 00:00:00,2024-10-20 00:00:00,['WordPress'],"['Windows', 'Linux', 'macOS']"
CVE-2024-47331,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Patchstack
CVE-2024-47353,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47353,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47353,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,QuomodoSoft
CVE-2024-47489,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47489,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47489,description,2024-10-11 00:00:00,2024-10-20 00:00:00,"An Improper Handling of Exceptional Conditions vulnerability in the Packet Forwarding Engine (pfe) of the Juniper Networks Junos OS Evolved on ACX Series devices allows an unauthenticated, network based attacker sending specific transit protocol traffic to cause a partial Denial of Service (DoS) to downstream devices.

Receipt of specific transit protocol packets is incorrectly processed by the Routing Engine (RE), filling up the DDoS protection queue which is shared between routing protocols. This influx of transit protocol packets causes DDoS protection violations, resulting in protocol flaps which can affect connectivity to networking devices.

This issue affects both IPv4 and IPv6. This issue does not require any specific routing protocol to be configured or enabled.

The following commands can be used to monitor the DDoS protection queue:

       labuser@re0> show evo-pfemand host pkt-stats

    labuser@re0> show host-path ddos all-policers

This issue affects Junos OS Evolved: 



  *  All versions before 21.4R3-S8-EVO, 
  *  from 22.2 before 22.2R3-S4-EVO, 
  *  from 22.3 before 22.3R3-S4-EVO, 
  *  from 22.4 before 22.4R3-S3-EVO, 
  *  from 23.2 before 23.2R2-EVO, 
  *  from 23.4 before 23.4R1-S1-EVO, 23.4R2-EVO, 
  *  from 24.2 before 24.2R2-EVO.","An Improper Handling of Exceptional Conditions vulnerability in the Packet Forwarding Engine (pfe) of the Juniper Networks Junos OS Evolved on ACX Series devices allows an unauthenticated, network based attacker sending specific transit protocol traffic to cause a partial Denial of Service (DoS) to downstream devices.

Receipt of specific transit protocol packets is incorrectly processed by the Routing Engine (RE), filling up the DDoS protection queue which is shared between routing protocols. This influx of transit protocol packets causes DDoS protection violations, resulting in protocol flaps which can affect connectivity to networking devices.

This issue affects both IPv4 and IPv6. This issue does not require any specific routing protocol to be configured or enabled.

The following commands can be used to monitor the DDoS protection queue:

       labuser@re0> show evo-pfemand host pkt-stats

??  labuser@re0> show host-path ddos all-policers

This issue affects Junos OS Evolved: 



  *  All versions before 21.4R3-S8-EVO, 
  *  from 22.2 before 22.2R3-S4-EVO, 
  *  from 22.3 before 22.3R3-S4-EVO, 
  *  from 22.4 before 22.4R3-S3-EVO, 
  *  from 23.2 before 23.2R2-EVO, 
  *  from 23.4 before 23.4R1-S1-EVO, 23.4R2-EVO, 
  *  from 24.2 before 24.2R2-EVO."
CVE-2024-47489,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47490,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47490,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47490,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47491,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47491,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47491,description,2024-10-11 00:00:00,2024-10-20 00:00:00,"An Improper Handling of Exceptional Conditions vulnerability in the Routing Protocol Daemon (rpd) of Juniper Networks Junos OS and Junos OS Evolved allows a network-based, unauthenticated attacker to cause Denial of Service (DoS).

When a BGP UPDATE with malformed path attribute is received over an established BGP session, rpd crashes and restarts. 

Continuous receipt of a BGP UPDATE with a specifically malformed path attribute will create a sustained Denial of Service (DoS) condition for impacted devices.

This issue affects:

 Juniper Networks Junos OS: 



  *  All versions before 21.4R3-S8, 
  *  from 22.2 before 22.2R3-S4, 
  *  from 22.4 before 22.4R3-S3, 
  *  from 23.2 before 23.2R2-S1, 
  *  from 23.4 before 23.4R1-S2, 23.4R2.


 Juniper Networks Junos OS Evolved: 

  *  All versions before 21.4R3-S8-EVO, 
  *  from 22.2 before 22.2R3-S4-EVO, 
  *  from 22.4 before 22.4R3-S3-EVO,
  *  from 23.2 before 23.2R2-S1-EVO, 
  *  from 23.4 before 23.4R1-S2-EVO, 23.4R2-EVO.","An Improper Handling of Exceptional Conditions vulnerability in the Routing Protocol Daemon (rpd) of Juniper Networks Junos OS and Junos OS Evolved allows a network-based, unauthenticated attacker to cause Denial of Service (DoS).

When a BGP UPDATE with malformed path attribute is received over an established BGP session, rpd crashes and restarts. 

Continuous receipt of a BGP UPDATE with a specifically malformed path attribute will create a sustained Denial of Service (DoS) condition for impacted devices.

This issue affects:

?Juniper Networks Junos OS: 



  *  All versions before 21.4R3-S8, 
  *  from 22.2 before 22.2R3-S4, 
  *  from 22.4 before 22.4R3-S3, 
  *  from 23.2 before 23.2R2-S1, 
  *  from 23.4 before 23.4R1-S2, 23.4R2.


?Juniper Networks Junos OS Evolved: 

  *  All versions before 21.4R3-S8-EVO, 
  *  from 22.2 before 22.2R3-S4-EVO, 
  *  from 22.4 before 22.4R3-S3-EVO,
  *  from 23.2 before 23.2R2-S1-EVO, 
  *  from 23.4 before 23.4R1-S2-EVO, 23.4R2-EVO."
CVE-2024-47491,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47491,last_modified,2024-10-20 00:00:00,2024-10-23 21:12:20.438321,2024-10-15,2024-10-17
CVE-2024-47491,description,2024-10-20 00:00:00,2024-10-23 21:12:20.438321,"An Improper Handling of Exceptional Conditions vulnerability in the Routing Protocol Daemon (rpd) of Juniper Networks Junos OS and Junos OS Evolved allows a network-based, unauthenticated attacker to cause Denial of Service (DoS).

When a BGP UPDATE with malformed path attribute is received over an established BGP session, rpd crashes and restarts. 

Continuous receipt of a BGP UPDATE with a specifically malformed path attribute will create a sustained Denial of Service (DoS) condition for impacted devices.

This issue affects:

?Juniper Networks Junos OS: 



  *  All versions before 21.4R3-S8, 
  *  from 22.2 before 22.2R3-S4, 
  *  from 22.4 before 22.4R3-S3, 
  *  from 23.2 before 23.2R2-S1, 
  *  from 23.4 before 23.4R1-S2, 23.4R2.


?Juniper Networks Junos OS Evolved: 

  *  All versions before 21.4R3-S8-EVO, 
  *  from 22.2 before 22.2R3-S4-EVO, 
  *  from 22.4 before 22.4R3-S3-EVO,
  *  from 23.2 before 23.2R2-S1-EVO, 
  *  from 23.4 before 23.4R1-S2-EVO, 23.4R2-EVO.","An Improper Handling of Exceptional Conditions vulnerability in the Routing Protocol Daemon (rpd) of Juniper Networks Junos OS and Junos OS Evolved allows a network-based, unauthenticated attacker to cause Denial of Service (DoS).

When a BGP UPDATE with malformed path attribute is received over an established BGP session, rpd crashes and restarts. 

Continuous receipt of a BGP UPDATE with a specifically malformed path attribute will create a sustained Denial of Service (DoS) condition for impacted devices. While this issue affects systems running 32-bit and 64-bit systems, the probability of impact on 64-bit system is extremely low. 
According to  KB25803  https://supportportal.juniper.net/s/article/Junos-How-to-check-if-Junos-OS-is-64-or-32-bit-on-a-router , customers can confirm 32-bit or 64-bit system via the ' show version detail ' command:



     lab@router> show version detail| match 32
     JUNOS 32-bit kernel Software Suite 

     lab@router> show version detail| match 64
     JUNOS 64-bit kernel Software Suite 


This issue affects:

 Juniper Networks Junos OS: 

  *  All versions before 21.4R3-S8, 
  *  from 22.2 before 22.2R3-S4, 
  *  from 22.4 before 22.4R3-S3, 
  *  from 23.2 before 23.2R2-S1, 
  *  from 23.4 before 23.4R1-S2, 23.4R2.


 Juniper Networks Junos OS Evolved:   *  All versions before 21.4R3-S8-EVO, 
  *  from 22.2 before 22.2R3-S4-EVO, 
  *  from 22.4 before 22.4R3-S3-EVO,
  *  from 23.2 before 23.2R2-S1-EVO, 
  *  from 23.4 before 23.4R1-S2-EVO, 23.4R2-EVO."
CVE-2024-47491,cvss_score_v3,2024-10-20 00:00:00,2024-10-23 21:12:20.438321,7.5,5.9
CVE-2024-47491,cvss_vector_v3,2024-10-20 00:00:00,2024-10-23 21:12:20.438321,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H
CVE-2024-47493,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47493,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47493,description,2024-10-11 00:00:00,2024-10-20 00:00:00,"A Missing Release of Memory after Effective Lifetime vulnerability in the Packet Forwarding Engine (PFE) of the Juniper Networks Junos OS on the SRX5K, SRX4600 and MX Series platforms with Trio-based FPCs allows an unauthenticated, adjacent attacker to cause a Denial of Service (DoS).

In case of channelized Modular Interface Cards (MICs), every physical interface flap operation will leak heap memory. Over a period of time, continuous physical interface flap operations causes local FPC  to eventually run out of memory and crash.  

Below CLI command can be used to check the memory usage over a period of time:

  user@host> show chassis fpc























                Temp  CPU Utilization (%)   CPU Utilization (%)  Memory   
Utilization (%)
  Slot State      (C)  Total  Interrupt      1min   5min  
15min DRAM (MB) Heap     Buffer

  0 
Online       43     41         
2                           2048       49         14

  1 
Online       43     41         
2                          
2048       49         14

  2 
Online       43     41         
2                          
2048       49         14









This issue affects Junos OS on SRX5K, SRX4600 and MX Series: 




  *  All versions before 21.2R3-S7, 
  *  from 21.4 before 21.4R3-S6, 
  *  from 22.1 before 22.1R3-S5, 
  *  from 22.2 before 22.2R3-S3, 
  *  from 22.3 before 22.3R3-S2, 
  *  from 22.4 before 22.4R3, 
  *  from 23.2 before 23.2R2, 
  *  from 23.4 before 23.4R2.","A Missing Release of Memory after Effective Lifetime vulnerability in the Packet Forwarding Engine (PFE) of the Juniper Networks Junos OS on the SRX5K, SRX4600 and MX Series platforms with Trio-based FPCs allows an unauthenticated, adjacent attacker to cause a Denial of Service (DoS).

In case of channelized Modular Interface Cards (MICs), every physical interface flap operation will leak heap memory. Over a period of time, continuous physical interface flap operations causes local FPC  to eventually run out of memory and crash.  

Below CLI command can be used to check the memory usage over a period of time:

??user@host> show chassis fpc























                Temp  CPU Utilization (%)   CPU Utilization (%)  Memory   
Utilization (%)
  Slot State      (C)  Total  Interrupt      1min   5min  
15min DRAM (MB) Heap     Buffer

  0 
Online       43     41         
2                           2048       49         14

  1 
Online       43     41         
2                          
2048       49         14

  2 
Online       43     41         
2                          
2048       49         14









This issue affects Junos OS on SRX5K, SRX4600 and MX Series: 




  *  All versions before 21.2R3-S7, 
  *  from 21.4 before 21.4R3-S6, 
  *  from 22.1 before 22.1R3-S5, 
  *  from 22.2 before 22.2R3-S3, 
  *  from 22.3 before 22.3R3-S2, 
  *  from 22.4 before 22.4R3, 
  *  from 23.2 before 23.2R2, 
  *  from 23.4 before 23.4R2."
CVE-2024-47493,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47494,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47494,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47494,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47495,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47495,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47495,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47496,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47496,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47496,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47497,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47497,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47497,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47498,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47498,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47498,os_name,2024-10-11 00:00:00,2024-10-20 00:00:00,['Junos OS Evolved'],['Junos OS']
CVE-2024-47498,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47499,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47499,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47499,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47501,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47501,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47501,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47502,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47502,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47502,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47503,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47503,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47503,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47504,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47504,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47504,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47505,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47505,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47505,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47506,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47506,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47506,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47507,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47507,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47507,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47508,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47508,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47508,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47509,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47509,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47509,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,Juniper Networks
CVE-2024-47867,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47867,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Awaiting Analysis
CVE-2024-47867,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,GitHub
CVE-2024-47868,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47868,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Undergoing Analysis
CVE-2024-47868,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,GitHub
CVE-2024-47868,published,2024-10-20 00:00:00,2024-10-23 21:15:00.407679,2024-10-11,2024-10-10
CVE-2024-47868,last_modified,2024-10-20 00:00:00,2024-10-23 21:15:00.407679,2024-10-15,2024-10-17
CVE-2024-47868,vuln_status,2024-10-20 00:00:00,2024-10-23 21:15:00.407679,Undergoing Analysis,Analyzed
CVE-2024-47868,cvss_score_v3,2024-10-20 00:00:00,2024-10-23 21:15:00.407679,0.0,7.5
CVE-2024-47868,cvss_vector_v3,2024-10-20 00:00:00,2024-10-23 21:15:00.407679,,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N
CVE-2024-47868,weaknesses,2024-10-20 00:00:00,2024-10-23 21:15:00.407679,"[{""source"": ""security-advisories@github.com"", ""type"": ""Primary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-200""}]}]","[{""source"": ""nvd@nist.gov"", ""type"": ""Primary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-22""}]}, {""source"": ""security-advisories@github.com"", ""type"": ""Secondary"", ""description"": [{""lang"": ""en"", ""value"": ""CWE-200""}]}]"
CVE-2024-47868,configurations,2024-10-20 00:00:00,2024-10-23 21:15:00.407679,[],"[{""nodes"": [{""operator"": ""OR"", ""negate"": false, ""cpeMatch"": [{""vulnerable"": true, ""criteria"": ""cpe:2.3:a:gradio_project:gradio:*:*:*:*:*:python:*:*"", ""versionEndExcluding"": ""5.0.0"", ""matchCriteriaId"": ""32D191C7-095C-427B-832D-C63FE4D4A037""}]}]}]"
CVE-2024-47868,references,2024-10-20 00:00:00,2024-10-23 21:15:00.407679,"[{""url"": ""https://github.com/gradio-app/gradio/security/advisories/GHSA-4q3c-cj7g-jcwf"", ""source"": ""security-advisories@github.com""}]","[{""url"": ""https://github.com/gradio-app/gradio/security/advisories/GHSA-4q3c-cj7g-jcwf"", ""source"": ""security-advisories@github.com"", ""tags"": [""Exploit"", ""Third Party Advisory""]}]"
CVE-2024-47868,vendor_name,2024-10-20 00:00:00,2024-10-23 21:15:00.407679,GitHub,Gradio
CVE-2024-47869,last_modified,2024-10-11 00:00:00,2024-10-20 00:00:00,2024-10-11,2024-10-15
CVE-2024-47869,vuln_status,2024-10-11 00:00:00,2024-10-20 00:00:00,Received,Undergoing Analysis
CVE-2024-47869,vendor_name,2024-10-11 00:00:00,2024-10-20 00:00:00,,GitHub
CVE-2024-47869,published,2024-10-20 00:00:00,2024-10-23 21:14:44.620522,2024-10-11,2024-10-10
CVE-2024-47869,last_modified,2024-10-20 00:00:00,2024-10-23 21:14:44.620522,2024-10-15,2024-10-17
CVE-2024-47869,vuln_status,2024-10-20 00:00:00,2024-10-23 21:14:44.620522,Undergoing Analysis,Analyzed
CVE-2024-47869,cvss_score_v3,2024-10-20 00:00:00,2024-10-23 21:14:44.620522,0.0,3.7
